fid,receiver_name,installation_type,receiver_status,active,deployment_date,recovery_date,longitude,latitude,park_name,park_type,authority,gaz_date,epbc
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.Orph 22,VR2W-104912,ARRAY,RECOVERED,Inactive,2015-03-09T02:15:50Z,2015-10-03T05:10:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E3,VR2W-104913,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-02T00:00:00Z,146.9,-19.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E33,VR2W-104914,ARRAY,RECOVERED,Inactive,2010-11-05T00:00:00Z,2011-08-12T00:00:00Z,146.95,-19.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E4,VR2W-104915,ARRAY,RECOVERED,Inactive,2013-06-17T00:00:00Z,2013-10-30T00:00:00Z,146.91,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Opal reef.Opal,VR2W-104915,ARRAY,RECOVERED,Inactive,2015-07-24T00:00:00Z,2016-12-10T00:00:00Z,145.89,-16.19,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 6,VR2W-105213,ARRAY,RECOVERED,Inactive,2011-11-18T00:25:00Z,2012-01-24T00:28:50Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.pioneer Bay 10,VR2W-105214,ARRAY,RECOVERED,Inactive,2011-11-18T00:05:00Z,2012-01-24T01:14:08Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 3,VR2W-105215,ARRAY,RECOVERED,Inactive,2011-11-18T01:29:00Z,2012-01-24T00:08:45Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 4,VR2W-105216,ARRAY,RECOVERED,Inactive,2011-11-18T04:02:00Z,2012-01-24T01:08:21Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 8,VR2W-105217,ARRAY,RECOVERED,Inactive,2011-11-18T00:45:00Z,2012-01-24T00:14:32Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 9,VR2W-105218,ARRAY,RECOVERED,Inactive,2011-11-18T04:45:00Z,2012-01-24T00:37:25Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 1,VR2W-105219,ARRAY,RECOVERED,Inactive,2011-11-17T23:15:00Z,2012-01-24T00:58:26Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 7,VR2W-105220,ARRAY,RECOVERED,Inactive,2011-11-18T01:15:00Z,2012-01-24T00:18:48Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 2,VR2W-105221,ARRAY,RECOVERED,Inactive,2011-11-18T01:05:00Z,2012-01-24T00:43:18Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 5,VR2W-105222,ARRAY,RECOVERED,Inactive,2011-11-17T23:28:00Z,2012-01-24T00:25:00Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.NORTH REEF_1",VR2W-105724,ARRAY,RECOVERED,Inactive,2015-12-18T14:00:00Z,2016-04-10T14:00:00Z,145.45,-14.64,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_2",VR2W-105725,ARRAY,RECOVERED,Inactive,2015-12-20T10:00:00Z,2016-04-11T10:00:00Z,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.NORTH_2",VR2W-105729,ARRAY,RECOVERED,Inactive,2015-12-18T14:00:00Z,2016-04-10T14:00:00Z,145.45,-14.64,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.SOUTH_2",VR2W-105730,ARRAY,RECOVERED,Inactive,2015-12-18T14:00:00Z,2016-04-10T14:00:00Z,145.44,-14.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 25,VR2W-105863,ARRAY,RECOVERED,Inactive,2019-06-09T02:51:00Z,2021-02-27T22:05:00Z,151.92,-23.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E34,VR2W-105931,ARRAY,RECOVERED,Inactive,2010-04-22T00:00:00Z,2010-08-20T00:00:00Z,146.97,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E20,VR2W-105932,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-03-18T00:00:00Z,146.9,-19.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W1,VR2W-105932,ARRAY,RECOVERED,Inactive,2012-10-26T00:00:00Z,2013-03-03T00:00:00Z,146.78,-19.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E11,VR2W-105933,ARRAY,RECOVERED,Inactive,2013-10-31T00:00:00Z,2014-03-18T00:00:00Z,147.01,-19.19,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E12,VR2W-105934,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-02T00:00:00Z,146.99,-19.2,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.235,VR2W-105934,ARRAY,RECOVERED,Inactive,2020-10-06T21:06:00Z,2021-12-08T19:38:00Z,146.49,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 8,VR2W-105935,ARRAY,RECOVERED,Inactive,2016-02-10T04:47:00Z,2017-02-01T06:01:00Z,147.7,-18.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Glow Reef.Glow 1,VR2W-105935,ARRAY,RECOVERED,Inactive,2014-04-17T03:40:45Z,2014-10-28T00:19:25Z,147.39,-18.51,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E8,VR2W-105936,ARRAY,RECOVERED,Inactive,2013-06-16T00:00:00Z,2013-10-30T00:00:00Z,146.97,-19.2,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E9,VR2W-105937,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-02T00:00:00Z,146.99,-19.19,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E10,VR2W-105938,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-06T00:00:00Z,147,-19.18,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.ORPH 7,VR2W-106649,ARRAY,RECOVERED,Inactive,2018-04-20T01:11:25Z,2019-12-17T01:24:00Z,146.48,-18.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.NW Heron,VR2W-106651,ARRAY,RECOVERED,Inactive,2019-06-04T03:05:00Z,2021-02-25T02:57:00Z,151.91,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Lady Elliot Reef MMP,VR2W-106653,ARRAY,NA,Active,2026-05-06T23:00:00Z,NA,146.33,-18.68,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT L 7,VR2W-106654,ARRAY,RECOVERED,Inactive,2015-10-12T07:13:00Z,2016-11-07T04:24:00Z,152.07,-23.5,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Pelican Island MMP,VR2W-106663,ARRAY,NA,Active,2025-04-22T00:45:00Z,NA,150.87,-23.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 20,VR2W-106862,ARRAY,RECOVERED,Inactive,2019-06-05T02:56:00Z,2021-02-25T03:35:00Z,151.9,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT 9,VR2W-106863,ARRAY,RECOVERED,Inactive,2015-10-12T23:14:00Z,2016-11-07T04:10:00Z,152.06,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_4",VR2W-106867,ARRAY,RECOVERED,Inactive,2015-12-19T14:00:00Z,2016-04-10T14:00:00Z,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT L 6,VR2W-106880,ARRAY,RECOVERED,Inactive,2015-10-13T00:11:00Z,2016-11-07T02:00:00Z,152.08,-23.5,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT11,VR2W-106886,ARRAY,RECOVERED,Inactive,2018-06-11T01:18:00Z,2021-02-26T02:24:00Z,152.1,-23.5,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.PALFREY_1",VR2W-106886,ARRAY,RECOVERED,Inactive,2015-12-20T10:00:00Z,2016-04-11T10:00:00Z,145.44,-14.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT 10,VR2W-106888,ARRAY,RECOVERED,Inactive,2015-10-12T06:47:00Z,2016-11-07T04:37:00Z,152.07,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
"acoustic_installation_summary_map.Rabbitfish territory fidelity off Lizard Island.Lizard Island, QLD.SOUTH_4",VR2W-106891,ARRAY,RECOVERED,Inactive,2015-12-19T10:00:00Z,2016-04-11T10:00:00Z,145.45,-14.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT 6,VR2W-106906,ARRAY,RECOVERED,Inactive,2018-06-11T02:41:00Z,2021-02-26T04:02:00Z,152.07,-23.51,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT 8,VR2W-106907,ARRAY,RECOVERED,Inactive,2015-10-12T22:16:00Z,2016-11-07T03:45:00Z,152.05,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / Project Manta Lady Elliot Island array.Lady Elliot Island.LEI_Encounters_South,VR2W-106914,ARRAY,NA,Inactive,2023-06-13T06:00:00Z,NA,152.71,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.AIMS Scientific Zone.AIMS Scientific Zone Townsville.SSRZ 4,VR2W-106918,CURTAIN,RECOVERED,Inactive,2010-08-25T00:16:00Z,2011-11-09T01:27:47Z,147.06,-19.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.226,VR2W-106918,ARRAY,RECOVERED,Inactive,2020-10-05T06:03:00Z,2021-12-09T09:12:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.AIMS Scientific Zone.AIMS Scientific Zone Townsville.SSRZ 11,VR2W-106919,CURTAIN,RECOVERED,Inactive,2010-08-24T23:30:00Z,2012-11-08T05:24:03Z,147.06,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Aquila Island MMP,VR2W-106919,ARRAY,NA,Active,2025-07-15T04:35:00Z,NA,149.58,-21.95,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Aquila Island MMP,VR2W-106919,ARRAY,NA,Active,2025-07-15T04:35:00Z,NA,149.58,-21.95,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.LEI_Groupers,VR2W-107566,ARRAY,RECOVERED,Inactive,2015-09-14T14:00:00Z,2016-09-11T14:00:00Z,152.72,-24.1,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.VPS4,VR2W-107568,ARRAY,RECOVERED,Inactive,2017-11-03T04:30:00Z,2019-03-11T04:00:00Z,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.VPS7,VR2W-107611,ARRAY,RECOVERED,Inactive,2017-11-02T22:30:00Z,2019-03-11T04:00:00Z,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.NE Heron,VR2W-107760,ARRAY,RECOVERED,Inactive,2019-06-04T03:58:00Z,2021-02-25T01:59:00Z,151.94,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E2,VR2W-107803,ARRAY,RECOVERED,Inactive,2013-06-16T00:00:00Z,2013-10-30T00:00:00Z,146.88,-19.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E22,VR2W-107805,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-06T00:00:00Z,146.93,-19.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.224,VR2W-107805,ARRAY,RECOVERED,Inactive,2020-10-05T05:20:00Z,2021-12-09T09:14:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E14,VR2W-107806,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-06T00:00:00Z,146.96,-19.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E17,VR2W-107807,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-02T00:00:00Z,146.91,-19.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E24,VR2W-107808,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-02T00:00:00Z,146.96,-19.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.l2,VR2W-107809,ARRAY,RECOVERED,Inactive,2015-03-09T06:10:00Z,2015-10-01T07:50:00Z,146.49,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E13,VR2W-107810,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-05-02T00:00:00Z,146.98,-19.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E19,VR2W-107811,ARRAY,RECOVERED,Inactive,2013-10-31T00:00:00Z,2014-03-18T00:00:00Z,146.88,-19.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.230,VR2W-107811,ARRAY,RECOVERED,Inactive,2020-10-06T05:21:00Z,2021-12-09T09:15:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Horseshoe Bay Magnetic Island SCP,VR2W-107812,ARRAY,NA,Active,2026-01-15T20:45:00Z,NA,146.85,-19.1,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E15,VR2W-107812,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-01T00:00:00Z,146.95,-19.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E26,VR2W-107813,ARRAY,RECOVERED,Inactive,2013-10-31T00:00:00Z,2014-03-17T00:00:00Z,147,-19.22,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E23,VR2W-107814,ARRAY,RECOVERED,Inactive,2012-05-15T00:00:00Z,2012-10-23T00:00:00Z,146.95,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E16,VR2W-107815,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-01T00:00:00Z,146.93,-19.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Rib Reef.Rib 4,VR2W-107815,ARRAY,RECOVERED,Inactive,2016-02-06T07:17:00Z,2017-02-05T10:11:00Z,146.86,-18.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Hook 3,VR2W-108678,ARRAY,RECOVERED,Inactive,2019-06-15T23:10:00Z,2020-07-30T14:53:00Z,148.88,-20.16,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Moore Reef,VR2W-108679,ARRAY,NA,Active,2025-09-02T00:01:00Z,NA,146.23,-16.84,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.l1,VR2W-109026,ARRAY,RECOVERED,Inactive,2013-08-21T07:00:00Z,2014-01-28T02:20:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C6,VR2W-109027,ARRAY,RECOVERED,Inactive,2013-10-24T00:00:00Z,2014-03-17T00:00:00Z,146.81,-19.18,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.Z_Alligator Creek,VR2W-109027,ARRAY,RECOVERED,Inactive,2011-03-18T00:00:00Z,2013-01-11T00:00:00Z,146.92,-19.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C2,VR2W-109029,ARRAY,RECOVERED,Inactive,2013-10-24T00:00:00Z,2014-04-29T00:00:00Z,146.8,-19.17,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.Orph 21,VR2W-109030,ARRAY,RECOVERED,Inactive,2015-03-10T01:02:50Z,2015-10-05T07:00:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.242,VR2W-109030,ARRAY,RECOVERED,Inactive,2020-12-09T01:30:00Z,2021-12-09T09:18:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.VPS5,VR2W-109053,ARRAY,RECOVERED,Inactive,2017-11-02T22:30:00Z,2019-03-11T23:00:00Z,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.LEI_Spider's Ledge,VR2W-109056,ARRAY,RECOVERED,Inactive,2014-09-09T00:00:00Z,2015-09-14T04:00:00Z,152.71,-24.1,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.LEI_Severence,VR2W-109058,ARRAY,RECOVERED,Inactive,2015-06-24T00:00:00Z,2015-09-13T04:55:00Z,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Project Manta.Lady Elliot Island SEQ.LEI_Sunset Drift,VR2W-109060,ARRAY,NA,Inactive,2014-09-12T00:00:00Z,NA,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.236,VR2W-109066,ARRAY,RECOVERED,Inactive,2020-10-06T21:33:00Z,2021-12-09T09:20:00Z,146.49,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.251,VR2W-109067,ARRAY,RECOVERED,Inactive,2020-10-10T00:04:00Z,2021-12-09T09:21:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Emu Park SCP,VR2W-109070,ARRAY,NA,Active,2025-06-11T21:32:00Z,NA,150.83,-23.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
