fid,receiver_name,installation_type,receiver_status,active,deployment_date,recovery_date,longitude,latitude,park_name,park_type,authority,gaz_date,epbc
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W14,VR2W-109106,ARRAY,RECOVERED,Inactive,2013-10-24T00:00:00Z,2014-04-29T00:00:00Z,146.78,-19.15,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W15,VR2W-109107,ARRAY,RECOVERED,Inactive,2013-10-29T00:00:00Z,2014-05-01T00:00:00Z,146.78,-19.16,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W16,VR2W-109108,ARRAY,RECOVERED,Inactive,2013-10-29T00:00:00Z,2014-05-01T00:00:00Z,146.77,-19.17,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E21,VR2W-109109,ARRAY,RECOVERED,Inactive,2013-10-30T00:00:00Z,2014-03-18T00:00:00Z,146.91,-19.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E28,VR2W-110634,ARRAY,RECOVERED,Inactive,2013-10-31T00:00:00Z,2014-03-18T00:00:00Z,146.99,-19.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E30,VR2W-110635,ARRAY,RECOVERED,Inactive,2013-03-15T00:00:00Z,2013-06-24T00:00:00Z,146.97,-19.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E35,VR2W-110635,ARRAY,RECOVERED,Inactive,2012-10-24T00:00:00Z,2013-03-15T00:00:00Z,147.01,-19.21,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W20,VR2W-110636,ARRAY,RECOVERED,Inactive,2013-10-24T00:00:00Z,2014-04-09T00:00:00Z,146.76,-19.13,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W19,VR2W-110637,ARRAY,RECOVERED,Inactive,2013-10-24T00:00:00Z,2014-04-09T00:00:00Z,146.77,-19.13,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.C3,VR2W-110638,ARRAY,RECOVERED,Inactive,2013-10-24T00:00:00Z,2014-03-17T00:00:00Z,146.81,-19.18,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E25,VR2W-110639,ARRAY,RECOVERED,Inactive,2013-10-23T00:00:00Z,2014-05-02T00:00:00Z,146.98,-19.23,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.ORPH P2,VR2W-110640,ARRAY,RECOVERED,Inactive,2018-04-20T00:30:35Z,2019-12-18T00:39:00Z,146.48,-18.54,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.North Barnard Island MMP,VR2W-111012,ARRAY,NA,Active,2025-05-22T02:10:00Z,NA,146.17,-17.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Kelso Reef.Kelso 2,VR2W-111012,ARRAY,RECOVERED,Inactive,2014-04-20T04:30:47Z,2014-10-17T05:30:56Z,146.99,-18.41,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 1,VR2W-111013,ARRAY,RECOVERED,Inactive,2014-04-19T23:30:05Z,2014-10-09T21:30:12Z,147.02,-18.63,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 2,VR2W-111014,ARRAY,RECOVERED,Inactive,2014-04-20T00:30:58Z,2015-08-20T06:11:00Z,147.02,-18.63,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.243,VR2W-111015,ARRAY,RECOVERED,Inactive,2020-10-08T00:07:00Z,2021-12-09T09:25:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Lodestone Reef.Lodestone 1,VR2W-111015,ARRAY,RECOVERED,Inactive,2014-04-19T07:41:48Z,2014-10-15T05:15:21Z,147.08,-18.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Lodestone Reef.Lodestone 2,VR2W-111016,ARRAY,RECOVERED,Inactive,2014-04-19T05:50:28Z,2014-10-15T06:00:22Z,147.09,-18.69,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Keeper Reef.Keeper 1,VR2W-111018,ARRAY,RECOVERED,Inactive,2014-04-18T21:55:01Z,2014-10-18T04:30:12Z,147.25,-18.75,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Keeper Reef.Keeper 2,VR2W-111019,ARRAY,RECOVERED,Inactive,2014-04-18T22:55:45Z,2014-10-18T03:40:41Z,147.28,-18.73,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.E32,VR2W-111020,ARRAY,LOST,Inactive,2014-03-17T14:00:00Z,2014-12-31T14:00:00Z,146.93,-19.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 1,VR2W-111021,ARRAY,RECOVERED,Inactive,2016-02-07T22:36:00Z,2017-02-02T14:00:00Z,147.29,-18.62,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Wheeler Reef.Wheeler 2,VR2W-111023,ARRAY,RECOVERED,Inactive,2014-04-16T02:30:33Z,2014-10-14T02:00:09Z,147.51,-18.79,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Wheeler Reef.Wheeler 1,VR2W-111024,ARRAY,RECOVERED,Inactive,2014-04-16T01:00:24Z,2014-10-14T01:35:05Z,147.52,-18.79,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Centipede Reef.Centipede 1,VR2W-111025,ARRAY,RECOVERED,Inactive,2014-04-16T06:35:55Z,2014-10-14T04:00:18Z,147.51,-18.74,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Centipede Reef.Centipede 2,VR2W-111026,ARRAY,RECOVERED,Inactive,2014-04-16T06:55:27Z,2014-10-14T04:00:13Z,147.51,-18.74,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Davies Reef.Davies 1,VR2W-111027,ARRAY,RECOVERED,Inactive,2014-04-15T22:10:38Z,2014-10-14T01:00:51Z,147.62,-18.84,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Wheeler Reef,VR2W-111028,ARRAY,NA,Active,2025-11-16T00:00:00Z,NA,147.52,-18.79,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.225,VR2W-111028,ARRAY,RECOVERED,Inactive,2020-10-05T05:41:00Z,2021-12-09T09:26:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Davies Reef.Davies 2,VR2W-111028,ARRAY,RECOVERED,Inactive,2014-04-15T22:50:11Z,2014-10-14T01:00:04Z,147.62,-18.83,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W18,VR2W-111251,ARRAY,RECOVERED,Inactive,2013-03-03T00:00:00Z,2013-06-18T00:00:00Z,146.77,-19.14,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU Cleveland Bay.Cleveland Bay.W17,VR2W-111252,ARRAY,RECOVERED,Inactive,2013-10-29T00:00:00Z,2014-04-09T00:00:00Z,146.77,-19.15,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / Project Manta Lady Elliot Island array.Lady Elliot Island.LEI_45_West,VR2W-111253,ARRAY,NA,Inactive,2023-06-08T04:00:00Z,NA,152.7,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.IMOS-ATF Orpheus Island.ORPH 11,VR2W-111254,ARRAY,RECOVERED,Inactive,2018-04-20T00:24:02Z,2019-12-16T05:42:00Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 22,VR2W-112610,ARRAY,RECOVERED,Inactive,2011-11-17T23:20:00Z,2012-01-24T00:39:57Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 24,VR2W-112611,ARRAY,RECOVERED,Inactive,2011-11-18T00:50:00Z,2012-01-24T00:57:22Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 25,VR2W-112612,ARRAY,RECOVERED,Inactive,2011-11-18T01:50:00Z,2012-01-24T01:00:36Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 21,VR2W-112613,ARRAY,RECOVERED,Inactive,2011-11-18T04:48:00Z,2012-01-24T01:18:50Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 15,VR2W-112614,ARRAY,RECOVERED,Inactive,2011-11-18T01:40:00Z,2012-01-24T00:33:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 23,VR2W-112615,ARRAY,RECOVERED,Inactive,2011-11-18T04:15:00Z,2012-01-24T01:20:40Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Taylors Beach Flat,VR2W-112616,ARRAY,RECOVERED,Inactive,2026-01-20T21:14:00Z,2026-05-17T23:00:00Z,146.35,-18.62,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 20,VR2W-112616,ARRAY,RECOVERED,Inactive,2011-11-17T23:45:00Z,2012-01-24T01:19:35Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 19,VR2W-112617,ARRAY,RECOVERED,Inactive,2011-11-18T01:00:00Z,2012-01-24T00:51:39Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 17,VR2W-112618,ARRAY,RECOVERED,Inactive,2011-11-18T01:25:00Z,2012-01-24T00:45:48Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 12,VR2W-112619,ARRAY,RECOVERED,Inactive,2011-11-18T00:38:00Z,2012-01-24T01:05:36Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 13,VR2W-112620,ARRAY,RECOVERED,Inactive,2011-11-18T01:00:00Z,2012-01-24T01:13:02Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Gentle Annie Creek,VR2W-112621,ARRAY,RECOVERED,Inactive,2025-11-29T21:14:00Z,2026-05-17T23:30:00Z,146.35,-18.58,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 11,VR2W-112621,ARRAY,RECOVERED,Inactive,2011-11-18T04:35:00Z,2012-01-24T00:04:23Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Forrest Beach Inshore,VR2W-112622,ARRAY,LOST,Inactive,2024-12-13T23:18:00Z,2025-09-17T16:04:00Z,146.29,-18.75,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 16,VR2W-112622,ARRAY,RECOVERED,Inactive,2011-11-18T04:10:00Z,2012-01-24T01:25:01Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 14,VR2W-112623,ARRAY,RECOVERED,Inactive,2011-11-18T01:55:00Z,2012-01-24T01:11:46Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / JCU Orpheus Island.JCU Pioneer Bay.Pioneer Bay 18,VR2W-112624,ARRAY,RECOVERED,Inactive,2011-11-17T23:15:12Z,2012-01-24T01:01:39Z,146.48,-18.6,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.S3,VR2W-112755,ARRAY,RECOVERED,Inactive,2014-01-23T01:07:51Z,2014-07-30T09:17:57Z,152.03,-23.45,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.S4,VR2W-112757,ARRAY,RECOVERED,Inactive,2014-01-23T01:38:00Z,2014-07-30T09:12:59Z,152.02,-23.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.S1,VR2W-112758,ARRAY,RECOVERED,Inactive,2014-01-22T23:55:07Z,2014-07-30T09:16:53Z,152.05,-23.41,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.S2,VR2W-112759,ARRAY,RECOVERED,Inactive,2014-01-23T00:29:36Z,2014-07-30T09:24:09Z,152.03,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 7,VR2W-112760,ARRAY,LOST,Inactive,2016-02-11T22:46:00Z,2017-01-31T14:00:00Z,147.71,-18.66,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 3,VR2W-112760,ARRAY,RECOVERED,Inactive,2014-04-19T22:15:30Z,2014-10-09T21:30:39Z,147.07,-18.63,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF One Tree Island.IMOS-ATF One Tree Island.OT L 5,VR2W-113127,ARRAY,RECOVERED,Inactive,2015-10-12T05:42:00Z,2016-11-07T05:16:00Z,152.08,-23.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF / Project Manta Lady Elliot Island array.Lady Elliot Island.LEI_Blowhole_East,VR2W-113132,ARRAY,NA,Inactive,2023-06-17T22:00:00Z,NA,152.72,-24.11,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Reefs / Offshore Array Queensland.Batt-Tongue Channel,VR2W-113438,ARRAY,NA,Active,2025-10-23T00:00:00Z,NA,145.8,-16.38,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.JCU North QLD tiger shark tracking.Batt reef.Tongue Reef (NW),VR2W-113438,ARRAY,RECOVERED,Inactive,2022-08-31T17:26:00Z,2022-08-31T19:23:00Z,145.64,-16.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Grub Reef.Grub 1,VR2W-113947,ARRAY,RECOVERED,Inactive,2014-04-17T22:00:55Z,2014-10-14T22:30:01Z,147.42,-18.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 10,VR2W-113947,ARRAY,RECOVERED,Inactive,2016-02-09T00:01:00Z,2017-02-01T07:16:00Z,147.57,-18.57,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 6,VR2W-113948,ARRAY,RECOVERED,Inactive,2016-02-11T23:12:00Z,2017-02-01T01:45:00Z,147.72,-18.66,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Grub Reef.Grub 2,VR2W-113948,ARRAY,RECOVERED,Inactive,2014-04-17T22:40:41Z,2014-10-14T23:50:23Z,147.39,-18.64,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Lodestone Reef.Lodestone 3,VR2W-113949,ARRAY,RECOVERED,Inactive,2014-04-19T05:00:08Z,2014-10-15T21:20:05Z,147.11,-18.7,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.238,VR2W-113950,ARRAY,RECOVERED,Inactive,2020-10-07T20:31:00Z,2021-12-09T09:26:00Z,146.49,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Lodestone Reef.Lodestone 4,VR2W-113950,ARRAY,RECOVERED,Inactive,2014-04-19T01:31:40Z,2014-10-15T22:25:03Z,147.11,-18.68,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.233,VR2W-113951,ARRAY,RECOVERED,Inactive,2020-10-06T06:59:00Z,2021-12-09T09:27:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 2,VR2W-113951,ARRAY,RECOVERED,Inactive,2016-02-08T03:28:00Z,2017-02-03T02:12:00Z,147.29,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 3,VR2W-113952,ARRAY,RECOVERED,Inactive,2016-02-08T00:41:00Z,2017-02-03T06:31:00Z,147.3,-18.62,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 4,VR2W-113953,ARRAY,RECOVERED,Inactive,2016-02-08T02:13:00Z,2017-02-03T06:36:00Z,147.29,-18.62,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 3,VR2W-113954,ARRAY,RECOVERED,Inactive,2016-02-12T00:38:00Z,2017-02-02T02:54:00Z,147.58,-18.57,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.252,VR2W-113955,ARRAY,RECOVERED,Inactive,2020-10-11T01:33:00Z,2021-12-09T09:28:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Rib Reef.Rib 1,VR2W-113955,ARRAY,RECOVERED,Inactive,2016-02-06T06:33:00Z,2017-02-05T00:17:00Z,146.86,-18.47,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 1,VR2W-113956,ARRAY,RECOVERED,Inactive,2014-04-21T02:30:43Z,2014-10-16T23:00:38Z,146.65,-18.38,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 4,VR2W-113956,ARRAY,RECOVERED,Inactive,2016-02-11T23:58:00Z,2017-02-02T02:19:00Z,147.58,-18.57,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 2,VR2W-113957,ARRAY,RECOVERED,Inactive,2014-04-21T02:45:01Z,2014-10-16T22:30:25Z,146.67,-18.42,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 3,VR2W-113958,ARRAY,RECOVERED,Inactive,2014-04-21T01:45:52Z,2014-10-16T22:00:11Z,146.73,-18.44,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 7,VR2W-113958,ARRAY,RECOVERED,Inactive,2016-02-09T23:03:00Z,2017-02-01T07:05:00Z,147.56,-18.58,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 4,VR2W-113959,ARRAY,RECOVERED,Inactive,2014-04-21T00:30:31Z,2014-10-16T21:30:10Z,146.75,-18.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 10,VR2W-113959,ARRAY,RECOVERED,Inactive,2016-02-10T04:14:00Z,2017-01-31T06:00:00Z,147.7,-18.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.253,VR2W-113960,ARRAY,RECOVERED,Inactive,2020-10-11T02:14:00Z,2021-12-08T17:19:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 9,VR2W-113960,ARRAY,RECOVERED,Inactive,2016-02-10T00:01:00Z,2017-01-31T05:59:00Z,147.7,-18.66,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Pinnacle Reef.Pinnacle 1,VR2W-113960,ARRAY,RECOVERED,Inactive,2014-04-15T05:00:29Z,2014-10-13T03:30:46Z,147.55,-19.02,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 2,VR2W-113961,ARRAY,RECOVERED,Inactive,2016-02-10T06:17:00Z,2017-02-01T02:01:00Z,147.71,-18.65,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Little Broadhurst Reef.Little Broadhurst 1,VR2W-113961,ARRAY,RECOVERED,Inactive,2014-04-15T07:00:39Z,2014-10-13T06:10:50Z,147.68,-18.94,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Orpheus Island Mangrove Array.Orpheus Island mangroves array.228,VR2W-113962,ARRAY,RECOVERED,Inactive,2020-10-05T06:45:00Z,2021-12-08T17:22:00Z,146.48,-18.61,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 9,VR2W-113962,ARRAY,RECOVERED,Inactive,2016-02-10T23:37:00Z,2017-02-01T06:46:00Z,147.56,-18.58,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
