FID,installation_type,receiver_name,deployment_date,recovery_date,receiver_status,active,geom,imos_b
acoustic_installation_summary_map.Fiordland Array.Inner Wet Jacket.36_Wet_Jacket_Inner,ARRAY,VR2W-139646,2026-04-25T00:50:00Z,,,Active,POINT (166.91 -45.63),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.10_Breaksea_Inner_North_John_island,ARRAY,VR2W-108945,2026-03-26T01:05:00Z,,,Active,POINT (166.81 -45.55),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.11_Blue_Horizons_Mooring,ARRAY,VR2W-108943,2024-05-15T01:45:00Z,2025-05-10T03:40:00Z,RECOVERED,Inactive,POINT (166.8 -45.55),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.12_Breaksea_Mid_Harbour_Island_South,ARRAY,VR2W-132848,2024-05-14T01:55:00Z,2025-10-06T02:15:00Z,RECOVERED,Inactive,POINT (166.79 -45.56),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.13_Breasksea_Mid_Harbour_Island_MD,ARRAY,VR2W-138823,2026-04-26T02:15:00Z,,,Active,POINT (166.76 -45.57),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.14_Breaksea_Mid_Northern_Wall,ARRAY,VR2W-139648,2025-10-07T00:00:00Z,,,Active,POINT (166.75 -45.57),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.15_Pembroke_Mooring_Mid_Breaksea_Beach_Harbour,ARRAY,VR2W-139647,2026-04-26T05:10:00Z,,,Active,POINT (166.77 -45.58),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.16_UNI_Mooring,ARRAY,VR2W-139650,2026-04-26T03:40:00Z,,,Active,POINT (166.74 -45.59),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.8_Breaksea_Inner_South_John_Island,ARRAY,VR2W-101299,2026-03-25T20:30:00Z,,,Active,POINT (166.82 -45.56),false
acoustic_installation_summary_map.Fiordland Array.Middle Breaksea.9_Breaksea_Inner_Mid_John_Island,ARRAY,VR2W-134547,2026-04-26T01:05:00Z,,,Active,POINT (166.81 -45.56),false
acoustic_installation_summary_map.Fiordland Array.Middle Dusky.24_Acheron_Passage_South_Pinch,ARRAY,VR2W-138819,2026-04-24T04:10:00Z,,,Active,POINT (166.73 -45.72),false
acoustic_installation_summary_map.Fiordland Array.Middle Dusky.25_Dusky_Outer_Porpoise_Point_North,ARRAY,VR2W-114628,2026-03-24T20:00:00Z,,,Active,POINT (166.66 -45.75),false
acoustic_installation_summary_map.Fiordland Array.Middle Dusky.26_Dusky_Outer_Long_Island_North,ARRAY,VR2W-100063,2026-03-24T02:05:00Z,,,Active,POINT (166.66 -45.76),false
acoustic_installation_summary_map.Fiordland Array.Mid-Outer Dusky.D3_Dusky_Fixed_Head,ARRAY,VR2AR-552443,2026-04-24T00:35:00Z,,,Active,POINT (166.59 -45.76),false
acoustic_installation_summary_map.Fiordland Array.Mid-Outer Dusky.D4_Indian_Island_South,ARRAY,VR2AR-555776,2026-04-24T02:35:00Z,,,Active,POINT (166.56 -45.78),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.17_Breaksea_Outer_East_Top_Of_Acheron,ARRAY,VR2W-108994,2025-10-07T01:00:00Z,,,Active,POINT (166.72 -45.59),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.18_Breaksea_Outer_Entry_Island_North,ARRAY,VR2W-108944,2026-04-26T22:45:00Z,,,Active,POINT (166.7 -45.59),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.19_Breaksea_Outer_North_Shore,ARRAY,VR2W-138812,2026-03-27T01:35:00Z,,,Active,POINT (166.7 -45.58),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.20_Breaksea_Outer_Resolution_Island_North,ARRAY,VR2AR-554414,2026-04-25T23:20:00Z,,,Active,POINT (166.68 -45.59),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.21_Breaksea_Outer_Entry_South,ARRAY,VR2AR-554413,2026-04-25T22:30:00Z,,,Active,POINT (166.69 -45.59),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.D1_Deep_Receiver_Breaksea_Entrance,ARRAY,VR2AR-552441,2025-05-10T23:16:00Z,2026-04-27T00:00:00Z,RECOVERED,Inactive,POINT (166.69 -45.58),false
acoustic_installation_summary_map.Fiordland Array.Outer Breaksea.D2_Deep_Receiver_Breaksea_Acheron_Entrance,ARRAY,VR2AR-552453,2026-04-27T01:40:00Z,,,Active,POINT (166.71 -45.59),false
acoustic_installation_summary_map.Fiordland Array.Outer Wet Jacket.30_Wet_Jacket_Entrance_South,ARRAY,VR2Tx-480897,2026-04-24T21:10:00Z,,,Active,POINT (166.76 -45.66),false
acoustic_installation_summary_map.Fiordland Array.Outer Wet Jacket.31_Wet_Jacket_Entrance_North,ARRAY,VR2AR-549432,2026-04-24T22:15:00Z,,,Active,POINT (166.76 -45.65),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Blina Creek",ARRAY,VR2W-137781,2021-10-25T19:45:00Z,,,Inactive,POINT (124.26 -17.97),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Derby Jetty",ARRAY,VR2W-128033,2017-07-13T19:48:00Z,2020-12-31T21:15:00Z,LOST,Inactive,POINT (123.6 -17.29),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Durack downstream",ARRAY,VR2W-112989,2021-07-24T19:45:00Z,,,Inactive,POINT (124.25 -17.97),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Durack Pool main",ARRAY,VR2W-104754,2021-07-24T19:44:00Z,,,Inactive,POINT (124.26 -17.97),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Geikie (Croc Crk)",ARRAY,VR2W-137783,2021-10-30T19:41:00Z,2023-06-30T20:56:00Z,LOST,Inactive,POINT (125.72 -18.06),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Geikie (Robbie's Rock)",ARRAY,VR2W-137785,2021-10-30T04:00:00Z,2023-06-30T21:00:00Z,LOST,Inactive,POINT (125.74 -18.03),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Geikie (Sand Bar)",ARRAY,VR2W-108047,2021-10-30T19:42:00Z,2023-07-01T04:00:00Z,LOST,Inactive,POINT (125.69 -18.1),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Geikie (Sheep Camp)",ARRAY,VR2W-100918,2021-07-28T19:40:00Z,2023-06-30T20:57:00Z,LOST,Inactive,POINT (125.73 -18.05),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Geikie (upr)",ARRAY,VR2W-137782,2021-10-30T19:36:00Z,2023-06-30T20:56:00Z,LOST,Inactive,POINT (125.76 -18.01),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Levee bank",ARRAY,VR2W-108250,2023-07-25T04:00:00Z,,,Inactive,POINT (124.28 -17.96),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Lwr Myroodah (lwr)",ARRAY,,,,,Inactive,POINT (124.19 -18.08),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Lwr Myroodah (mid1)",ARRAY,VR2W-137784,2021-10-28T19:38:00Z,2022-07-15T04:00:00Z,RECOVERED,Inactive,POINT (124.2 -18.08),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Lwr Myroodah (mid2)",ARRAY,,,,,Inactive,POINT (124.2 -18.08),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Lwr Myroodah (mid3)",ARRAY,VR2W-120897,2021-07-26T19:30:00Z,2023-06-30T21:08:00Z,LOST,Inactive,POINT (124.21 -18.08),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Lwr Myroodah (upr)",ARRAY,,,,,Inactive,POINT (124.21 -18.08),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Money 3",ARRAY,,,,,Inactive,POINT (124.46 -18.17),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Money 4",ARRAY,VR2W-112993,2021-07-24T19:34:00Z,2023-06-30T21:13:00Z,LOST,Inactive,POINT (124.46 -18.17),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Money (lwr)",ARRAY,VR2W-112992,2021-07-24T19:31:00Z,,,Inactive,POINT (124.46 -18.16),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Money Pool 2",ARRAY,VR2W-108250,2021-10-27T19:33:00Z,2022-07-13T21:01:00Z,RECOVERED,Inactive,POINT (124.46 -18.17),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Money upper",ARRAY,VR2W-112988,2021-07-24T19:35:00Z,2022-07-14T20:13:00Z,RECOVERED,Inactive,POINT (124.46 -18.18),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Money (upr 2)",ARRAY,,,,,Inactive,POINT (124.46 -18.17),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Snags",ARRAY,VR2W-113325,2021-10-31T19:46:00Z,2023-06-30T16:00:00Z,LOST,Inactive,POINT (123.56 -17.63),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Telegraph",ARRAY,VR2W-135429,2023-10-21T04:00:00Z,,,Inactive,POINT (123.56 -17.63),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Upper Myroodah",ARRAY,,,,,Inactive,POINT (124.22 -18.07),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Upr Barrage (lwr)",ARRAY,,,,,Inactive,POINT (124.49 -18.19),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Upr Barrage (mid)",ARRAY,,,,,Inactive,POINT (124.47 -18.2),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Upr Barrage (upr)",ARRAY,,,,,Inactive,POINT (124.49 -18.24),false
"acoustic_installation_summary_map.Fitzroy and Ashburton River, WA sawfish monitoring.Fitzroy River WA.Willams",ARRAY,,,,,Inactive,POINT (123.6 -17.71),false
acoustic_installation_summary_map.Freshwater turtle tracking in the Gwydir and Barwon-Darling.Gwydir River turtle array.GWY05,ARRAY,,,,,Inactive,POINT (149.99 -29.42),false
acoustic_installation_summary_map.Freshwater turtle tracking in the Gwydir and Barwon-Darling.Gwydir River turtle array.GWY08,ARRAY,VR2W-124726,2024-01-15T13:13:00Z,,,Inactive,POINT (149.93 -29.41),false
acoustic_installation_summary_map.Freshwater turtle tracking in the Gwydir and Barwon-Darling.Gwydir River turtle array.GWY10,ARRAY,VR2W-124735,2024-01-15T13:14:00Z,,,Inactive,POINT (149.89 -29.41),false
acoustic_installation_summary_map.Freshwater turtle tracking in the Gwydir and Barwon-Darling.Gwydir River turtle array.GWY12,ARRAY,VR2W-112735,2024-01-15T13:15:00Z,,,Inactive,POINT (149.84 -29.42),false
acoustic_installation_summary_map.Freshwater turtle tracking in the Gwydir and Barwon-Darling.Gwydir River turtle array.GWY13,ARRAY,VR2W-111088,2024-01-15T13:16:00Z,,,Inactive,POINT (149.83 -29.43),false
acoustic_installation_summary_map.Freshwater turtle tracking in the Gwydir and Barwon-Darling.Gwydir River turtle array.GWY15,ARRAY,VR2W-111083,2024-01-15T13:16:00Z,,,Inactive,POINT (149.78 -29.43),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Elizabeth Reef.East lagoon entrance Elizabeth Reef,ARRAY,VR2W-114570,2021-06-03T00:08:00Z,2022-06-04T03:00:00Z,RECOVERED,Inactive,POINT (159.09 -29.93),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Elizabeth Reef.North lagoon entrance Elizabeth Reef,ARRAY,VR2W-133942,2021-06-02T02:33:00Z,2022-06-05T00:00:00Z,RECOVERED,Inactive,POINT (159.05 -29.91),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Admiralty Islands Sanctuary Zone,ARRAY,VR2W-105725,2018-01-07T01:00:00Z,2019-01-15T00:35:00Z,RECOVERED,Inactive,POINT (159.05 -31.5),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.East of Admiralty Islands,ARRAY,VR2W-120761,2019-01-19T23:06:00Z,2020-01-29T00:00:00Z,LOST,Inactive,POINT (159.12 -31.48),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Halfway between Admiralty Islands and northern edge of LHI shelf,ARRAY,VR2W-120761,2018-01-12T04:30:00Z,2019-01-17T02:23:00Z,RECOVERED,Inactive,POINT (159.08 -31.45),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Halfway between Balls Pyramid and SE rock,ARRAY,VR2W-101773,2018-01-22T00:02:00Z,2019-01-17T23:59:00Z,RECOVERED,Inactive,POINT (159.26 -31.77),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Mount Gower fish cleaning area,ARRAY,VR2W-125181,2021-12-31T00:27:00Z,2023-03-30T18:18:00Z,LOST,Inactive,POINT (159.06 -31.58),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northeast corner of Balls Pyramid shelf,ARRAY,VR2AR-553499,2025-12-10T03:53:00Z,,,Active,POINT (159.25 -31.69),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northeast corner of Lord Howe Island shelf,ARRAY,VR2W-122587,2019-01-19T21:50:00Z,2020-01-17T06:00:00Z,LOST,Inactive,POINT (159.09 -31.4),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northeast LHI  shelf v2,ARRAY,VR2AR-553495,2025-12-11T03:23:00Z,,,Active,POINT (159.12 -31.44),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.North Passage,ARRAY,VR2W-120759,2018-01-07T22:55:00Z,2019-01-15T01:35:00Z,RECOVERED,Inactive,POINT (159.04 -31.53),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northwest corner of Lord Howe Island shelf,ARRAY,VR2W-120759,2019-01-19T21:10:00Z,2020-01-29T00:00:00Z,LOST,Inactive,POINT (158.97 -31.59),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Northwest LHI shelf v2,ARRAY,VR2AR-553496,2025-12-10T19:45:00Z,,,Active,POINT (159.97 -31.49),false
"acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Observatory Rock, Ball's Pyramid",ARRAY,VR2W-119302,2023-10-20T22:30:00Z,,,Inactive,POINT (159.23 -31.75),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Shark reef,ARRAY,VR2W-114560,2025-12-14T21:20:00Z,,,Active,POINT (159.03 -31.52),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southeast corner of LHI shelf,ARRAY,VR2AR-553497,2025-12-08T03:25:00Z,,,Active,POINT (159.17 -31.62),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southern end of Balls Pyramid shelf,ARRAY,VR2AR-553500,2025-12-10T02:50:00Z,,,Active,POINT (159.25 -31.85),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southern tip of LHI,ARRAY,VR2W-101761,2018-01-11T23:30:00Z,2019-01-16T22:51:00Z,RECOVERED,Inactive,POINT (159.08 -31.62),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Southwest corner of LHI shelf,ARRAY,VR2AR-553498,2025-12-08T02:08:00Z,,,Active,POINT (159.07 -31.68),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Lord Howe Island Marine Park.Western edge of LHI shelf,ARRAY,VR2W-105725,2020-01-24T20:50:00Z,2021-01-23T06:36:00Z,LOST,Inactive,POINT (159 -31.58),false
acoustic_installation_summary_map.Galapagos shark movement patterns in the Lord Howe Island Marine Park.Middleton Reef.North-west lagoon entrance Middleton Reef,SINGLE,VR2W-101829,2021-06-11T00:00:00Z,2022-05-30T01:00:00Z,RECOVERED,Inactive,POINT (159.07 -29.45),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB1",ARRAY,VR2Tx-484039,2024-06-09T23:54:00Z,2025-06-07T23:48:00Z,RECOVERED,Inactive,POINT (113.6 -25.62),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB10",ARRAY,VR2Tx-483964,2024-06-10T03:54:00Z,2025-06-08T03:47:00Z,RECOVERED,Inactive,POINT (113.62 -25.62),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB11",ARRAY,VR2Tx-484006,2024-06-10T04:09:00Z,2025-06-08T23:49:00Z,RECOVERED,Inactive,POINT (113.62 -25.61),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB12",ARRAY,VR2Tx-483960,2024-06-10T04:25:00Z,2025-06-09T01:00:00Z,RECOVERED,Inactive,POINT (113.62 -25.6),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB13",ARRAY,VR2Tx-483946,2024-06-10T04:43:00Z,2025-06-09T00:52:00Z,RECOVERED,Inactive,POINT (113.62 -25.59),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB14",ARRAY,VR2Tx-484041,2024-06-10T04:58:00Z,2025-06-09T02:03:00Z,RECOVERED,Inactive,POINT (113.62 -25.58),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB15",ARRAY,VR2Tx-484043,2024-06-10T05:12:00Z,2025-06-07T23:00:00Z,LOST,Inactive,POINT (113.62 -25.57),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB2",ARRAY,VR2Tx-484013,2024-06-10T00:09:00Z,2025-06-07T22:46:00Z,RECOVERED,Inactive,POINT (113.6 -25.61),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB3",ARRAY,VR2Tx-484038,2024-06-10T00:24:00Z,2025-06-08T00:48:00Z,RECOVERED,Inactive,POINT (113.6 -25.6),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB4",ARRAY,VR2Tx-484040,2024-06-10T00:42:00Z,2025-06-08T01:00:00Z,RECOVERED,Inactive,POINT (113.6 -25.59),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB5",ARRAY,VR2Tx-483963,2024-06-10T00:58:00Z,2025-06-08T00:54:00Z,RECOVERED,Inactive,POINT (113.6 -25.58),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB6",ARRAY,VR2Tx-484025,2024-06-10T01:15:00Z,2025-06-08T01:52:00Z,RECOVERED,Inactive,POINT (113.6 -25.57),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB7",ARRAY,VR2Tx-483962,2024-06-10T01:33:00Z,2025-06-07T23:00:00Z,LOST,Inactive,POINT (113.61 -25.57),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB8",ARRAY,VR2Tx-484014,2024-06-10T01:51:00Z,2025-06-08T02:49:00Z,RECOVERED,Inactive,POINT (113.61 -25.59),false
"acoustic_installation_summary_map.Gathaagudu Animal Tracking - Tiger shark movements in Shark Bay, WA.Shark Bay - NE of Guichenault Point.SB9",ARRAY,VR2Tx-484007,2024-06-10T03:40:00Z,2025-06-08T03:53:00Z,RECOVERED,Inactive,POINT (113.61 -25.62),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-Roaring Deep,ARRAY,VR2AR-546993,2018-05-03T18:16:00Z,2018-12-17T18:16:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock Shark Ally M4,ARRAY,VR2W-102001,2023-11-01T23:39:00Z,2024-11-29T23:41:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST01 Boundary N,ARRAY,VR2AR-546992,2018-05-03T16:30:00Z,2018-12-17T14:00:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST01 TC N,ARRAY,VR2W-103385,2018-05-10T02:45:00Z,2018-11-29T19:24:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock -ST02 NE,ARRAY,VR2AR-546998,2018-05-03T16:33:00Z,2018-12-17T16:34:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST02 TC East,ARRAY,VR2W-114811,2018-05-10T02:48:00Z,2018-12-17T19:19:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST03 Boundary SE,ARRAY,VR2AR-546999,2018-05-03T16:38:00Z,2018-12-17T16:39:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST03 TC South,ARRAY,VR2W-114819,2018-05-10T02:52:00Z,2018-11-29T19:25:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST04 Boundary S,ARRAY,VR2AR-546997,2018-05-03T16:37:00Z,2018-12-17T16:38:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST04 TC W,ARRAY,VR2W-114796,2018-05-09T18:10:00Z,2018-11-29T18:10:00Z,RECOVERED,Inactive,POINT (153.33 -27.23),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST05 Boundary SW,ARRAY,VR2AR-546996,2018-05-03T16:40:00Z,2018-12-17T16:41:00Z,RECOVERED,Inactive,POINT (153.54 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST05 SA NB,ARRAY,VR2W-103315,2018-05-29T23:26:00Z,2018-11-29T19:27:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST06 Boundary NW,ARRAY,VR2AR-546994,2018-05-03T16:35:00Z,2018-12-17T16:36:00Z,RECOVERED,Inactive,POINT (153.54 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST06 SAEB,ARRAY,VR2W-103345,2018-05-29T23:28:00Z,2018-11-29T19:27:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock - ST08 Blue Corner,ARRAY,VR2AR-546995,2018-05-03T16:42:00Z,2018-12-17T16:43:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST08 SA W,ARRAY,VR2W-103331,2018-05-29T23:43:00Z,2018-11-19T19:30:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST09 SA CG,ARRAY,VR2W-103327,2018-05-29T23:18:00Z,2018-11-19T19:30:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST10 SA S,ARRAY,VR2W-102001,2018-05-29T23:34:00Z,2018-11-19T19:31:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock ST11 M3,ARRAY,VR2W-103379,2018-05-29T16:14:00Z,2018-11-19T16:14:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock-ST12 M2 Nursery,ARRAY,VR2W-114821,2018-08-07T16:29:00Z,2018-11-19T16:30:00Z,RECOVERED,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.Flat Rock Turtle Cave M1,ARRAY,VR2W-114805,2023-05-24T14:33:00Z,2024-11-01T14:36:00Z,RECOVERED,Inactive,POINT (153.55 -27.38),false
