FID,installation_type,receiver_name,deployment_date,recovery_date,receiver_status,active,geom,imos_b
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.BliBli,ARRAY,VR2W-112228,2018-06-20T00:00:00Z,2020-01-19T04:02:00Z,RECOVERED,Inactive,POINT (153.05 -26.61),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Bradman AVE,ARRAY,VR2W-104855,2018-04-14T00:00:00Z,2020-01-19T01:00:00Z,RECOVERED,Inactive,POINT (153.06 -26.64),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Gold Coast Seaway,ARRAY,VR2W-135488,2023-03-02T21:13:00Z,2023-11-09T21:16:00Z,RECOVERED,Inactive,POINT (153.42 -27.93),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Gold Coast WR 27 m,ARRAY,VR2W-107543,2022-07-12T06:00:00Z,2024-10-30T00:00:00Z,RECOVERED,Inactive,POINT (153.45 -27.96),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Jumpipin Bar,ARRAY,VR2W-104852,2021-12-02T04:30:00Z,2022-03-08T04:00:00Z,RECOVERED,Inactive,POINT (153.42 -27.73),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.MaroochyTW,ARRAY,VR2W-107543,2018-04-15T01:30:00Z,2020-04-03T06:00:00Z,RECOVERED,Inactive,POINT (153.08 -26.63),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.MetOcean Buoy,ARRAY,VR2W-104874,2023-04-10T00:00:00Z,2024-10-30T00:08:00Z,RECOVERED,Inactive,POINT (151.45 -27.91),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Mooloola River Bar,ARRAY,VR2W-135487,2021-06-13T07:30:00Z,2023-06-21T23:30:00Z,RECOVERED,Inactive,POINT (153.13 -26.68),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Noosa River E,ARRAY,VR2W-135750,2021-06-14T00:30:00Z,2023-06-22T10:27:00Z,RECOVERED,Inactive,POINT (153.07 -26.39),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Noosa River NW,ARRAY,VR2W-104855,2021-06-13T02:30:00Z,2022-07-13T04:40:00Z,RECOVERED,Inactive,POINT (153.03 -26.37),false
acoustic_installation_summary_map.Southeast Queensland shark movement.SEQ Array.Tipplers Passage,ARRAY,VR2W-103644,2021-12-02T05:00:00Z,2022-03-08T06:00:00Z,RECOVERED,Inactive,POINT (153.4 -27.82),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL01,ARRAY,VR2W-124658,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL02,ARRAY,VR2W-124659,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL03,ARRAY,VR2W-124660,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL04,ARRAY,VR2W-124661,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL05,ARRAY,VR2W-124662,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL06,ARRAY,VR2W-124663,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL07,ARRAY,VR2W-124664,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL08,ARRAY,VR2W-124665,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL09,ARRAY,VR2W-124666,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Spangled Emperor at Heron Island.Heron Island reef flat array.HFL10,ARRAY,VR2W-124667,2015-07-06T21:00:00Z,2016-02-11T02:00:00Z,RECOVERED,Inactive,POINT (151.91 -23.44),false
acoustic_installation_summary_map.Stingray Diaries Acoustic tracking of short-tail stingrays.Jervis Bay (rays).Callala Bay Pier,ARRAY,VR2W-110774,2019-08-19T01:00:00Z,2020-07-16T23:24:00Z,RECOVERED,Inactive,POINT (150.72 -35),false
acoustic_installation_summary_map.Stingray Diaries Acoustic tracking of short-tail stingrays.Jervis Bay (rays).Jervis Bay (rays),ARRAY,,,,,Inactive,POINT (150.66 -35.02),false
acoustic_installation_summary_map.Stingray Diaries Acoustic tracking of short-tail stingrays.Jervis Bay (rays).Murrays Boat Ramp,ARRAY,VR2W-100873,2019-08-19T22:55:00Z,2020-08-07T02:00:00Z,RECOVERED,Inactive,POINT (150.75 -35.12),false
acoustic_installation_summary_map.Stingray Diaries Acoustic tracking of short-tail stingrays.Jervis Bay (rays).Upstream Currambene Creek,ARRAY,VR2W-101750,2017-10-23T02:30:00Z,2018-07-25T23:15:00Z,RECOVERED,Inactive,POINT (150.66 -35.02),false
acoustic_installation_summary_map.Stingray Diaries Acoustic tracking of short-tail stingrays.Jervis Bay (rays).Woollamia Boat Ramp Downstream,ARRAY,VR2W-110776,2019-08-19T03:00:00Z,2020-07-17T00:29:00Z,RECOVERED,Inactive,POINT (150.66 -35.02),false
acoustic_installation_summary_map.The Great White Project New Zealand.Edwards Island.East side Edwards Island,ARRAY,VR2W-134466,2025-04-07T00:00:00Z,,,Active,POINT (168.22 -46.83),false
acoustic_installation_summary_map.The Great White Project New Zealand.Edwards Island.West side Edwards Island,ARRAY,VR2W-134467,2025-04-07T00:00:00Z,,,Active,POINT (168.21 -46.83),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y1,ARRAY,,,,,Inactive,POINT (147.62 -19.29),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y10,ARRAY,VR2W-101782,2007-11-08T23:15:00Z,2010-06-30T23:30:00Z,RECOVERED,Inactive,POINT (147.62 -19.29),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y2,ARRAY,VR2W-101783,2007-11-09T04:40:00Z,2011-08-25T04:05:00Z,RECOVERED,Inactive,POINT (147.61 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y3,ARRAY,,,,,Inactive,POINT (147.61 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y4,ARRAY,,,,,Inactive,POINT (147.61 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y5,ARRAY,,,,,Inactive,POINT (147.62 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y6,ARRAY,,,,,Inactive,POINT (147.62 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y7,ARRAY,,,,,Inactive,POINT (147.62 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y8,ARRAY,VR2W-101780,2007-11-09T00:30:00Z,2008-11-09T00:00:00Z,RECOVERED,Inactive,POINT (147.62 -19.3),false
acoustic_installation_summary_map.The Yongala's Halo of Holes - Who is Digging It.Yongala Tracking array.Y9,ARRAY,VR2W-101781,2007-11-09T04:15:00Z,2009-01-18T12:50:00Z,RECOVERED,Inactive,POINT (147.62 -19.3),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of Rest Aquaculture,ARRAY,VR2W-121441,2021-09-18T02:20:00Z,2023-11-14T18:27:00Z,RECOVERED,Inactive,POINT (114.13 -22.3),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of Rest B,ARRAY,VR2W-121440,2021-09-18T01:53:00Z,2023-11-14T18:28:00Z,RECOVERED,Inactive,POINT (114.13 -22.31),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of Rest C,ARRAY,VR2W-121442,2021-09-18T04:51:00Z,2023-11-14T18:28:00Z,RECOVERED,Inactive,POINT (114.11 -22.31),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of Rest first mangrove,ARRAY,VR2W-121444,2021-09-26T06:00:00Z,,,Inactive,POINT (114.12 -22.3),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of Rest Pool,ARRAY,VR2W-121439,2021-09-25T03:10:00Z,2022-11-14T18:32:00Z,RECOVERED,Inactive,POINT (114.12 -22.3),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of rest sandflat north,ARRAY,VR2W-135431,2021-10-10T01:30:00Z,2023-11-22T02:00:00Z,RECOVERED,Inactive,POINT (114.12 -22.28),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Bay of Rest sandflat south,ARRAY,VR2W-135423,2021-10-10T01:00:00Z,2023-11-22T02:00:00Z,RECOVERED,Inactive,POINT (114.13 -22.28),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.BOR_sandflat curve,ARRAY,VR2W-121445,2021-11-26T02:00:00Z,,,Inactive,POINT (114.13 -22.29),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.BOR_Sandflat mid,ARRAY,VR2W-121443,2021-11-25T18:40:00Z,,,Inactive,POINT (114.13 -22.28),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Heron-Wapet,ARRAY,VR2W-121445,2021-09-18T01:55:00Z,2021-11-24T18:31:00Z,RECOVERED,Inactive,POINT (114.13 -22.26),false
acoustic_installation_summary_map.Threatened ray tracking.Bay of Rest.Wapet Creek,ARRAY,VR2W-121443,2021-09-18T01:56:00Z,2021-11-24T18:30:00Z,RECOVERED,Inactive,POINT (114.12 -22.23),false
acoustic_installation_summary_map.Townsville Reefs.Arc reef.Arc 1,ARRAY,VR2W-113966,2014-04-17T02:00:57Z,2014-10-28T01:35:29Z,RECOVERED,Inactive,POINT (147.44 -18.49),false
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 1,ARRAY,VR2W-113956,2014-04-21T02:30:43Z,2014-10-16T23:00:38Z,RECOVERED,Inactive,POINT (146.65 -18.38),false
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 2,ARRAY,VR2W-113957,2014-04-21T02:45:01Z,2014-10-16T22:30:25Z,RECOVERED,Inactive,POINT (146.67 -18.42),false
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 3,ARRAY,VR2W-113958,2014-04-21T01:45:52Z,2014-10-16T22:00:11Z,RECOVERED,Inactive,POINT (146.73 -18.44),false
acoustic_installation_summary_map.Townsville Reefs.Bramble Reef.Bramble 4,ARRAY,VR2W-113959,2014-04-21T00:30:31Z,2014-10-16T21:30:10Z,RECOVERED,Inactive,POINT (146.75 -18.43),false
acoustic_installation_summary_map.Townsville Reefs.Centipede Reef.Centipede 1,ARRAY,VR2W-111025,2014-04-16T06:35:55Z,2014-10-14T04:00:18Z,RECOVERED,Inactive,POINT (147.51 -18.74),false
acoustic_installation_summary_map.Townsville Reefs.Centipede Reef.Centipede 2,ARRAY,VR2W-111026,2014-04-16T06:55:27Z,2014-10-14T04:00:13Z,RECOVERED,Inactive,POINT (147.51 -18.74),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 1,ARRAY,VR2W-113972,2016-02-10T03:34:00Z,2017-02-01T05:44:00Z,RECOVERED,Inactive,POINT (147.7 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 10,ARRAY,VR2W-113959,2016-02-10T04:14:00Z,2017-01-31T06:00:00Z,RECOVERED,Inactive,POINT (147.7 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 2,ARRAY,VR2W-113961,2016-02-10T06:17:00Z,2017-02-01T02:01:00Z,RECOVERED,Inactive,POINT (147.71 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 3,ARRAY,VR2W-113963,2016-02-10T07:00:00Z,2017-02-01T02:04:00Z,RECOVERED,Inactive,POINT (147.72 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 4,ARRAY,VR2W-113976,2016-02-10T00:09:00Z,2017-02-01T01:28:00Z,RECOVERED,Inactive,POINT (147.72 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 5,ARRAY,VR2W-113984,2016-02-11T23:43:00Z,2017-02-01T01:37:00Z,RECOVERED,Inactive,POINT (147.72 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 6,ARRAY,VR2W-113948,2016-02-11T23:12:00Z,2017-02-01T01:45:00Z,RECOVERED,Inactive,POINT (147.72 -18.66),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 7,ARRAY,VR2W-112760,2016-02-11T22:46:00Z,2017-01-31T14:00:00Z,LOST,Inactive,POINT (147.71 -18.66),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 8,ARRAY,VR2W-105935,2016-02-10T04:47:00Z,2017-02-01T06:01:00Z,RECOVERED,Inactive,POINT (147.7 -18.67),false
acoustic_installation_summary_map.Townsville Reefs.Chicken reef.Chicken 9,ARRAY,VR2W-113960,2016-02-10T00:01:00Z,2017-01-31T05:59:00Z,RECOVERED,Inactive,POINT (147.7 -18.66),false
acoustic_installation_summary_map.Townsville Reefs.Cotton Reef.Cotton 1,ARRAY,VR2W-113967,2014-04-17T02:40:58Z,2014-10-28T01:00:57Z,RECOVERED,Inactive,POINT (147.4 -18.48),false
acoustic_installation_summary_map.Townsville Reefs.Davies Reef.Davies 1,ARRAY,VR2W-111027,2014-04-15T22:10:38Z,2014-10-14T01:00:51Z,RECOVERED,Inactive,POINT (147.62 -18.84),false
acoustic_installation_summary_map.Townsville Reefs.Davies Reef.Davies 2,ARRAY,VR2W-111028,2014-04-15T22:50:11Z,2014-10-14T01:00:04Z,RECOVERED,Inactive,POINT (147.62 -18.83),false
acoustic_installation_summary_map.Townsville Reefs.Glow Reef.Glow 1,ARRAY,VR2W-105935,2014-04-17T03:40:45Z,2014-10-28T00:19:25Z,RECOVERED,Inactive,POINT (147.39 -18.51),false
acoustic_installation_summary_map.Townsville Reefs.Glow Reef.Glow 2,ARRAY,VR2W-113973,2014-04-17T04:50:31Z,2014-10-27T23:45:23Z,RECOVERED,Inactive,POINT (147.39 -18.53),false
acoustic_installation_summary_map.Townsville Reefs.Glow Reef.Glow 3,ARRAY,VR2W-113974,2014-04-17T05:50:23Z,2014-10-28T00:10:12Z,RECOVERED,Inactive,POINT (147.4 -18.52),false
acoustic_installation_summary_map.Townsville Reefs.Grub Reef.Grub 1,ARRAY,VR2W-113947,2014-04-17T22:00:55Z,2014-10-14T22:30:01Z,RECOVERED,Inactive,POINT (147.42 -18.65),false
acoustic_installation_summary_map.Townsville Reefs.Grub Reef.Grub 2,ARRAY,VR2W-113948,2014-04-17T22:40:41Z,2014-10-14T23:50:23Z,RECOVERED,Inactive,POINT (147.39 -18.64),false
acoustic_installation_summary_map.Townsville Reefs.Grub Reef.Grub 3,ARRAY,VR2W-113968,2014-04-17T23:40:22Z,2014-10-14T23:50:03Z,RECOVERED,Inactive,POINT (147.4 -18.63),false
acoustic_installation_summary_map.Townsville Reefs.Grub Reef.Grub 4,ARRAY,VR2W-113969,2014-04-17T07:10:52Z,2014-10-14T23:10:45Z,RECOVERED,Inactive,POINT (147.43 -18.6),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 1,ARRAY,VR2W-111021,2016-02-07T22:36:00Z,2017-02-02T14:00:00Z,RECOVERED,Inactive,POINT (147.29 -18.62),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 2,ARRAY,VR2W-113951,2016-02-08T03:28:00Z,2017-02-03T02:12:00Z,RECOVERED,Inactive,POINT (147.29 -18.61),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 3,ARRAY,VR2W-113952,2016-02-08T00:41:00Z,2017-02-03T06:31:00Z,RECOVERED,Inactive,POINT (147.3 -18.62),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 4,ARRAY,VR2W-113953,2016-02-08T02:13:00Z,2017-02-03T06:36:00Z,RECOVERED,Inactive,POINT (147.29 -18.62),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 5,ARRAY,VR2W-114281,2016-02-08T04:04:00Z,2017-02-04T09:07:00Z,RECOVERED,Inactive,POINT (147.29 -18.62),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 6,ARRAY,VR2W-114282,2016-02-08T01:14:00Z,2017-02-03T06:37:00Z,RECOVERED,Inactive,POINT (147.29 -18.62),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 7,ARRAY,VR2W-114290,2016-02-08T04:46:00Z,2017-02-03T02:00:00Z,DAMAGED,Inactive,POINT (147.29 -18.61),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 8,ARRAY,VR2W-114294,2016-02-07T23:34:00Z,2017-02-03T02:23:00Z,RECOVERED,Inactive,POINT (147.3 -18.61),false
acoustic_installation_summary_map.Townsville Reefs.Helix Reef.Helix 9,ARRAY,VR2W-125185,2014-07-23T06:15:00Z,2014-10-18T00:20:15Z,RECOVERED,Inactive,POINT (147.29 -18.62),false
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 1,ARRAY,VR2W-111013,2014-04-19T23:30:05Z,2014-10-09T21:30:12Z,RECOVERED,Inactive,POINT (147.02 -18.63),false
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 2,ARRAY,VR2W-111014,2014-04-20T00:30:58Z,2015-08-20T06:11:00Z,RECOVERED,Inactive,POINT (147.02 -18.63),false
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 3,ARRAY,VR2W-112760,2014-04-19T22:15:30Z,2014-10-09T21:30:39Z,RECOVERED,Inactive,POINT (147.07 -18.63),false
acoustic_installation_summary_map.Townsville Reefs.John Brewer Reef.Brewer 4,ARRAY,VR2W-103683,2014-04-19T22:35:17Z,2014-10-15T21:30:31Z,RECOVERED,Inactive,POINT (147.06 -18.61),false
acoustic_installation_summary_map.Townsville Reefs.Keeper Reef.Keeper 1,ARRAY,VR2W-111018,2014-04-18T21:55:01Z,2014-10-18T04:30:12Z,RECOVERED,Inactive,POINT (147.25 -18.75),false
acoustic_installation_summary_map.Townsville Reefs.Keeper Reef.Keeper 2,ARRAY,VR2W-111019,2014-04-18T22:55:45Z,2014-10-18T03:40:41Z,RECOVERED,Inactive,POINT (147.28 -18.73),false
acoustic_installation_summary_map.Townsville Reefs.Kelso Reef.Kelso 1,ARRAY,VR2W-103939,2014-04-20T04:15:00Z,,,Inactive,POINT (146.99 -18.41),false
acoustic_installation_summary_map.Townsville Reefs.Kelso Reef.Kelso 2,ARRAY,VR2W-111012,2014-04-20T04:30:47Z,2014-10-17T05:30:56Z,RECOVERED,Inactive,POINT (146.99 -18.41),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 1,ARRAY,VR2W-124042,2016-02-11T21:33:00Z,2017-02-02T04:54:00Z,RECOVERED,Inactive,POINT (147.57 -18.57),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 10,ARRAY,VR2W-113947,2016-02-09T00:01:00Z,2017-02-01T07:16:00Z,RECOVERED,Inactive,POINT (147.57 -18.57),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 2,ARRAY,VR2W-103683,2016-02-12T01:07:00Z,2017-02-02T03:22:00Z,RECOVERED,Inactive,POINT (147.58 -18.57),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 3,ARRAY,VR2W-113954,2016-02-12T00:38:00Z,2017-02-02T02:54:00Z,RECOVERED,Inactive,POINT (147.58 -18.57),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 4,ARRAY,VR2W-113956,2016-02-11T23:58:00Z,2017-02-02T02:19:00Z,RECOVERED,Inactive,POINT (147.58 -18.57),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 5,ARRAY,VR2W-113973,2016-02-11T23:26:00Z,2017-02-02T02:18:00Z,RECOVERED,Inactive,POINT (147.57 -18.58),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 6,ARRAY,VR2W-113974,2016-02-12T22:46:00Z,2017-02-02T02:18:00Z,RECOVERED,Inactive,POINT (147.57 -18.58),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 7,ARRAY,VR2W-113958,2016-02-09T23:03:00Z,2017-02-01T07:05:00Z,RECOVERED,Inactive,POINT (147.56 -18.58),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 8,ARRAY,VR2W-113971,2016-02-09T01:21:00Z,2017-02-01T06:55:00Z,RECOVERED,Inactive,POINT (147.56 -18.59),false
acoustic_installation_summary_map.Townsville Reefs.Knife reef.Knife 9,ARRAY,VR2W-113962,2016-02-10T23:37:00Z,2017-02-01T06:46:00Z,RECOVERED,Inactive,POINT (147.56 -18.58),false
acoustic_installation_summary_map.Townsville Reefs.Little Broadhurst Reef.Little Broadhurst 1,ARRAY,VR2W-113961,2014-04-15T07:00:39Z,2014-10-13T06:10:50Z,RECOVERED,Inactive,POINT (147.68 -18.94),false
acoustic_installation_summary_map.Townsville Reefs.Little Broadhurst Reef.Little Broadhurst 2,ARRAY,VR2W-113962,2014-04-15T07:41:19Z,2014-10-13T06:30:42Z,RECOVERED,Inactive,POINT (147.68 -18.93),false
acoustic_installation_summary_map.Townsville Reefs.Lodestone Reef.Lodestone 1,ARRAY,VR2W-111015,2014-04-19T07:41:48Z,2014-10-15T05:15:21Z,RECOVERED,Inactive,POINT (147.08 -18.69),false
acoustic_installation_summary_map.Townsville Reefs.Lodestone Reef.Lodestone 2,ARRAY,VR2W-111016,2014-04-19T05:50:28Z,2014-10-15T06:00:22Z,RECOVERED,Inactive,POINT (147.09 -18.69),false
